Commodity,Classification,Grade,Sex,Market,Wholesale,Retail,Supply Volume,County,Date,ProductID,CropName
Spring Onions,-,-,-,Mumias,-,100.00/Kg,,Kakamega,2026-01-16,159,Product-159
Spring Onions,-,-,-,Katito,75.00/Kg,74.18/Kg,1500.0,Kisumu,2026-01-15,159,Product-159
Spring Onions,-,-,-,Maua,50.00/Kg,70.00/Kg,1200.0,Meru,2026-01-15,159,Product-159
Spring Onions,-,-,-,Mukuyu Market,80.00/Kg,100.00/Kg,,Muranga,2026-01-14,159,Product-159
Spring Onions,-,-,-,Makutano Kirinyaga,40.00/Kg,60.00/Kg,3400.0,Kirinyaga,2026-01-14,159,Product-159
Spring Onions,-,-,-,Kangeta,70.00/Kg,80.00/Kg,120.0,Meru,2026-01-14,159,Product-159
Fresh Peas,On pods,-,-,Kitale Municipality Market,40.00/Kg,60.00/Kg,1000.0,Trans-Nzoia,2026-02-12,160,Product-160
Fresh Peas,On pods,-,-,Ngurubani Market,70.00/Kg,100.00/Kg,480.0,Kirinyaga,2026-02-11,160,Product-160
Fresh Peas,On pods,-,-,Makutano Kirinyaga,80.00/Kg,100.00/Kg,2400.0,Kirinyaga,2026-02-11,160,Product-160
Fresh Peas,On pods,-,-,Mulot,120.00/Kg,150.00/Kg,500.0,Bomet,2026-02-11,160,Product-160
Fresh Peas,On pods,-,-,Kitale Municipality Market,40.00/Kg,60.00/Kg,600.0,Trans-Nzoia,2026-02-11,160,Product-160
Fresh Peas,On pods,-,-,Kerugoya,70.00/Kg,120.00/Kg,350.0,Kirinyaga,2026-02-10,160,Product-160
Fresh Peas,On pods,-,-,Bondeni,40.00/Kg,60.00/Kg,600.0,Trans-Nzoia,2026-02-10,160,Product-160
Fresh Peas,On pods,-,-,Maua,100.00/Kg,120.00/Kg,1400.0,Meru,2026-02-10,160,Product-160
Fresh Peas,On pods,-,-,Voi Retail,-,140.00/Kg,50.0,Taita-Taveta,2026-02-10,160,Product-160
Fresh Peas,On pods,-,-,Wundanyi,-,100.00/Kg,100.0,Taita-Taveta,2026-02-10,160,Product-160
Fresh Peas,Shelled Peas,-,-,Kitale Municipality Market,240.00/Kg,300.00/Kg,600.0,Trans-Nzoia,2026-02-10,160,Product-160
Fresh Peas,On pods,-,-,Ngurubani Market,75.00/Kg,100.00/Kg,850.0,Kirinyaga,2026-02-09,160,Product-160
Fresh Peas,Shelled Peas,-,-,Kabati - Muranga,-,200.00/Kg,,Muranga,2026-02-09,160,Product-160
Fresh Peas,On pods,-,-,Kutus,100.00/Kg,120.00/Kg,3000.0,Kirinyaga,2026-02-09,160,Product-160
Fresh Peas,On pods,-,-,Kangeta,110.00/Kg,120.00/Kg,150.0,Meru,2026-02-09,160,Product-160
Fresh Peas,On pods,-,-,Kangeta,250.00/Kg,110.00/Kg,180.0,Meru,2026-02-09,160,Product-160
Fresh Peas,On pods,-,-,Kagio,60.00/Kg,80.00/Kg,800.0,Kirinyaga,2026-02-09,160,Product-160
Fresh Peas,On pods,-,-,Kitale Municipality Market,40.00/Kg,65.00/Kg,600.0,Trans-Nzoia,2026-02-09,160,Product-160
Fresh Peas,On pods,-,-,Makutano Embu,70.00/Kg,100.00/Kg,,Embu,2026-02-07,160,Product-160
Fresh Peas,On pods,-,-,Mukuyu Market,-,130.00/Kg,,Muranga,2026-02-07,160,Product-160
Fresh Peas,On pods,-,-,Makutano Kirinyaga,70.00/Kg,100.00/Kg,1900.0,Kirinyaga,2026-02-07,160,Product-160
Fresh Peas,On pods,-,-,Kangeta,275.00/Kg,120.00/Kg,100.0,Meru,2026-02-06,160,Product-160
Fresh Peas,On pods,-,-,Kangeta,100.00/Kg,110.00/Kg,150.0,Meru,2026-02-06,160,Product-160
Fresh Peas,On pods,-,-,Kangeta,100.00/Kg,110.00/Kg,150.0,Meru,2026-02-06,160,Product-160
Fresh Peas,Shelled Peas,-,-,Mumias,-,87.50/Kg,,Kakamega,2026-02-06,160,Product-160
Fresh Peas,On pods,-,-,Gakoromone,100.00/Kg,120.00/Kg,1000.0,Meru,2026-02-06,160,Product-160
Fresh Peas,On pods,-,-,Kerugoya,60.00/Kg,100.00/Kg,350.0,Kirinyaga,2026-02-05,160,Product-160
Fresh Peas,On pods,-,-,Kagio,70.00/Kg,100.00/Kg,800.0,Kirinyaga,2026-02-05,160,Product-160
Fresh Peas,On pods,-,-,Ngurubani Market,70.00/Kg,100.00/Kg,820.0,Kirinyaga,2026-02-04,160,Product-160
Fresh Peas,On pods,-,-,Makutano Kirinyaga,70.00/Kg,100.00/Kg,3100.0,Kirinyaga,2026-02-04,160,Product-160
Fresh Peas,On pods,-,-,Maua,100.00/Kg,120.00/Kg,1600.0,Meru,2026-02-03,160,Product-160
Fresh Peas,On pods,-,-,Kerugoya,60.00/Kg,100.00/Kg,400.0,Kirinyaga,2026-02-03,160,Product-160
Fresh Peas,Shelled Peas,-,-,Voi Retail,-,140.00/Kg,50.0,Taita-Taveta,2026-02-03,160,Product-160
Fresh Peas,On pods,-,-,Kutus,90.00/Kg,100.00/Kg,,Kirinyaga,2026-02-02,160,Product-160
Fresh Peas,On pods,-,-,Makutano Embu,80.00/Kg,100.00/Kg,,Embu,2026-01-31,160,Product-160
Fresh Peas,On pods,-,-,Ngurubani Market,70.00/Kg,100.00/Kg,850.0,Kirinyaga,2026-01-31,160,Product-160
Fresh Peas,On pods,-,-,Makutano Kirinyaga,80.00/Kg,100.00/Kg,3100.0,Kirinyaga,2026-01-31,160,Product-160
Fresh Peas,Shelled Peas,-,-,Mumias,-,125.00/Kg,,Kakamega,2026-01-30,160,Product-160
Fresh Peas,On pods,-,-,Kitale Municipality Market,50.00/Kg,60.00/Kg,600.0,Trans-Nzoia,2026-01-30,160,Product-160
Fresh Peas,On pods,-,-,Gakoromone,110.00/Kg,130.00/Kg,1200.0,Meru,2026-01-30,160,Product-160
Fresh Peas,On pods,-,-,Kutus,90.00/Kg,100.00/Kg,,Kirinyaga,2026-01-29,160,Product-160
Fresh Peas,On pods,-,-,Kerugoya,60.00/Kg,100.00/Kg,350.0,Kirinyaga,2026-01-29,160,Product-160
Fresh Peas,On pods,-,-,Kitale Municipality Market,40.00/Kg,60.00/Kg,500.0,Trans-Nzoia,2026-01-29,160,Product-160
Fresh Peas,On pods,-,-,Mulot,120.00/Kg,180.00/Kg,500.0,Bomet,2026-01-28,160,Product-160
Fresh Peas,On pods,-,-,Makutano Kirinyaga,80.00/Kg,100.00/Kg,3800.0,Kirinyaga,2026-01-28,160,Product-160
Fresh Peas,On pods,-,-,Kerugoya,60.00/Kg,100.00/Kg,400.0,Kirinyaga,2026-01-27,160,Product-160
Fresh Peas,On pods,-,-,Maua,100.00/Kg,120.00/Kg,1600.0,Meru,2026-01-27,160,Product-160
Fresh Peas,Shelled Peas,-,-,Kapkwen,60.00/Kg,100.00/Kg,1200.0,Bomet,2026-01-27,160,Product-160
Fresh Peas,Shelled Peas,-,-,Voi Retail,-,140.00/Kg,50.0,Taita-Taveta,2026-01-27,160,Product-160
Fresh Peas,On pods,-,-,Kitale Municipality Market,40.00/Kg,60.00/Kg,500.0,Trans-Nzoia,2026-01-27,160,Product-160
Fresh Peas,On pods,-,-,Ngurubani Market,60.00/Kg,90.00/Kg,890.0,Kirinyaga,2026-01-26,160,Product-160
Fresh Peas,On pods,-,-,Kutus,80.00/Kg,90.00/Kg,,Kirinyaga,2026-01-26,160,Product-160
Fresh Peas,On pods,-,-,Kagio,60.00/Kg,90.00/Kg,600.0,Kirinyaga,2026-01-26,160,Product-160
Fresh Peas,On pods,-,-,Kangeta,90.00/Kg,100.00/Kg,200.0,Meru,2026-01-26,160,Product-160
Fresh Peas,On pods,-,-,Kangeta,80.00/Kg,90.00/Kg,230.0,Meru,2026-01-26,160,Product-160
Fresh Peas,On pods,-,-,Makutano Embu,70.00/Kg,100.00/Kg,,Embu,2026-01-24,160,Product-160
Fresh Peas,On pods,-,-,Makutano Kirinyaga,70.00/Kg,100.00/Kg,2200.0,Kirinyaga,2026-01-24,160,Product-160
Fresh Peas,On pods,-,-,Kabati - Muranga,-,280.00/Kg,,Muranga,2026-01-24,160,Product-160
Fresh Peas,On pods,-,-,Kerugoya,60.00/Kg,100.00/Kg,300.0,Kirinyaga,2026-01-23,160,Product-160
Fresh Peas,On pods,-,-,Gakoromone,100.00/Kg,110.00/Kg,800.0,Meru,2026-01-23,160,Product-160
Fresh Peas,Shelled Peas,-,-,Voi Retail,-,140.00/Kg,100.0,Taita-Taveta,2026-01-23,160,Product-160
Fresh Peas,Shelled Peas,-,-,Mumias,-,125.00/Kg,,Kakamega,2026-01-23,160,Product-160
Fresh Peas,On pods,-,-,Kitale Municipality Market,40.00/Kg,60.00/Kg,500.0,Trans-Nzoia,2026-01-23,160,Product-160
Fresh Peas,On pods,-,-,Kutus,80.00/Kg,100.00/Kg,3500.0,Kirinyaga,2026-01-22,160,Product-160
Fresh Peas,On pods,-,-,Kagio,55.00/Kg,80.00/Kg,500.0,Kirinyaga,2026-01-22,160,Product-160
Fresh Peas,On pods,-,-,Makutano Kirinyaga,75.00/Kg,100.00/Kg,2200.0,Kirinyaga,2026-01-22,160,Product-160
Fresh Peas,Shelled Peas,-,-,Kitale Municipality Market,240.00/Kg,300.00/Kg,500.0,Trans-Nzoia,2026-01-22,160,Product-160
Fresh Peas,On pods,-,-,Mukuyu Market,-,120.00/Kg,,Muranga,2026-01-21,160,Product-160
Fresh Peas,On pods,-,-,Kangeta,90.00/Kg,100.00/Kg,250.0,Meru,2026-01-21,160,Product-160
Fresh Peas,On pods,-,-,Kangeta,80.00/Kg,90.00/Kg,200.0,Meru,2026-01-21,160,Product-160
Fresh Peas,On pods,-,-,Kitale Municipality Market,40.00/Kg,65.00/Kg,500.0,Trans-Nzoia,2026-01-21,160,Product-160
Fresh Peas,On pods,-,-,Ngurubani Market,70.00/Kg,90.00/Kg,820.0,Kirinyaga,2026-01-20,160,Product-160
Fresh Peas,Shelled Peas,-,-,Kabati - Muranga,-,280.00/Kg,,Muranga,2026-01-20,160,Product-160
Fresh Peas,On pods,-,-,Maua,100.00/Kg,120.00/Kg,1800.0,Meru,2026-01-20,160,Product-160
Fresh Peas,Shelled Peas,-,-,Bondeni,240.00/Kg,300.00/Kg,400.0,Trans-Nzoia,2026-01-20,160,Product-160
Fresh Peas,Shelled Peas,-,-,Voi Retail,-,140.00/Kg,50.0,Taita-Taveta,2026-01-20,160,Product-160
Fresh Peas,On pods,-,-,Kitale Municipality Market,50.00/Kg,75.00/Kg,300.0,Trans-Nzoia,2026-01-20,160,Product-160
Fresh Peas,On pods,-,-,Kutus,80.00/Kg,100.00/Kg,3000.0,Kirinyaga,2026-01-19,160,Product-160
Fresh Peas,On pods,-,-,Makutano Embu,70.00/Kg,90.00/Kg,,Embu,2026-01-17,160,Product-160
Fresh Peas,Shelled Peas,-,-,Mukuyu Market,-,120.00/Kg,,Muranga,2026-01-17,160,Product-160
Fresh Peas,On pods,-,-,Makutano Kirinyaga,70.00/Kg,90.00/Kg,2300.0,Kirinyaga,2026-01-17,160,Product-160
Fresh Peas,On pods,-,-,Kagio,60.00/Kg,90.00/Kg,800.0,Kirinyaga,2026-01-16,160,Product-160
Fresh Peas,On pods,-,-,Gakoromone,120.00/Kg,140.00/Kg,1200.0,Meru,2026-01-16,160,Product-160
Fresh Peas,Shelled Peas,-,-,Kabati - Muranga,-,280.00/Kg,,Muranga,2026-01-16,160,Product-160
Fresh Peas,Shelled Peas,-,-,Mumias,-,136.36/Kg,,Kakamega,2026-01-16,160,Product-160
Fresh Peas,On pods,-,-,Maua,100.00/Kg,120.00/Kg,2000.0,Meru,2026-01-15,160,Product-160
Fresh Peas,On pods,-,-,Mukuyu Market,100.00/Kg,120.00/Kg,,Muranga,2026-01-14,160,Product-160
Fresh Peas,On pods,-,-,Makutano Kirinyaga,80.00/Kg,100.00/Kg,3700.0,Kirinyaga,2026-01-14,160,Product-160
Fresh Peas,On pods,-,-,Kangeta,100.00/Kg,120.00/Kg,350.0,Meru,2026-01-14,160,Product-160
Fresh Peas,On pods,-,-,Kangeta,90.00/Kg,100.00/Kg,250.0,Meru,2026-01-14,160,Product-160
Spinach,-,-,-,Kitale Municipality Market,20.00/Kg,25.00/Kg,500.0,Trans-Nzoia,2026-02-12,161,Product-161
Spinach,-,-,-,Ngurubani Market,35.00/Kg,50.00/Kg,520.0,Kirinyaga,2026-02-11,161,Product-161
Spinach,-,-,-,Makutano Kirinyaga,40.00/Kg,55.00/Kg,1140.0,Kirinyaga,2026-02-11,161,Product-161
Spinach,-,-,-,Kitale Municipality Market,40.00/Kg,50.00/Kg,500.0,Trans-Nzoia,2026-02-11,161,Product-161
Spinach,-,-,-,Kerugoya,25.00/Kg,45.00/Kg,180.0,Kirinyaga,2026-02-10,161,Product-161
Spinach,-,-,-,Bondeni,20.00/Kg,25.00/Kg,500.0,Trans-Nzoia,2026-02-10,161,Product-161
Spinach,-,-,-,Maua,30.00/Kg,50.00/Kg,300.0,Meru,2026-02-10,161,Product-161
Spinach,-,-,-,Holo,-,50.00/Kg,,Kisumu,2026-02-10,161,Product-161
Spinach,-,-,-,Voi Retail,-,100.00/Kg,50.0,Taita-Taveta,2026-02-10,161,Product-161
Spinach,-,-,-,Diani Market,80.00/Kg,60.00/Kg,600.0,Kwale,2026-02-10,161,Product-161
Spinach,-,-,-,Wundanyi,-,50.00/Kg,400.0,Taita-Taveta,2026-02-10,161,Product-161
Spinach,-,-,-,Kitale Municipality Market,20.00/Kg,25.00/Kg,400.0,Trans-Nzoia,2026-02-10,161,Product-161
Spinach,-,-,-,Voi Wholesale,60.00/Kg,-,700.0,Taita-Taveta,2026-02-10,161,Product-161
Spinach,-,-,-,Ngurubani Market,35.00/Kg,50.00/Kg,350.0,Kirinyaga,2026-02-09,161,Product-161
Spinach,-,-,-,Kabati - Muranga,-,50.00/Kg,,Muranga,2026-02-09,161,Product-161
Spinach,-,-,-,Diani Market,60.00/Kg,80.00/Kg,650.0,Kwale,2026-02-09,161,Product-161
Spinach,-,-,-,Kutus,30.00/Kg,40.00/Kg,700.0,Kirinyaga,2026-02-09,161,Product-161
Spinach,-,-,-,Kangeta,40.00/Kg,50.00/Kg,200.0,Meru,2026-02-09,161,Product-161
Spinach,-,-,-,Kagio,25.00/Kg,40.00/Kg,1500.0,Kirinyaga,2026-02-09,161,Product-161
Spinach,-,-,-,Kitale Municipality Market,2.00/Kg,26.00/Kg,500.0,Trans-Nzoia,2026-02-09,161,Product-161
Spinach,-,-,-,Kibuye,-,40.00/Kg,,Kisumu,2026-02-08,161,Product-161
Spinach,-,-,-,Makutano Embu,30.00/Kg,45.00/Kg,,Embu,2026-02-07,161,Product-161
Spinach,-,-,-,Mukuyu Market,-,60.00/Kg,,Muranga,2026-02-07,161,Product-161
Spinach,-,-,-,Makutano Kirinyaga,30.00/Kg,45.00/Kg,450.0,Kirinyaga,2026-02-07,161,Product-161
Spinach,-,-,-,Ngurubani Market,40.00/Kg,50.00/Kg,450.0,Kirinyaga,2026-02-06,161,Product-161
Spinach,-,-,-,Kangeta,40.00/Kg,50.00/Kg,250.0,Meru,2026-02-06,161,Product-161
Spinach,-,-,-,Mumias,-,71.43/Kg,,Kakamega,2026-02-06,161,Product-161
Spinach,-,-,-,Voi Wholesale,60.00/Kg,-,1000.0,Taita-Taveta,2026-02-06,161,Product-161
Spinach,-,-,-,Gakoromone,25.00/Kg,30.00/Kg,4400.0,Meru,2026-02-06,161,Product-161
Spinach,-,-,-,Kerugoya,25.00/Kg,50.00/Kg,160.0,Kirinyaga,2026-02-05,161,Product-161
Spinach,-,-,-,Kinango,55.00/Kg,75.00/Kg,350.0,Kwale,2026-02-05,161,Product-161
Spinach,-,-,-,Ngurubani Market,30.00/Kg,40.00/Kg,520.0,Kirinyaga,2026-02-04,161,Product-161
Spinach,-,-,-,Makutano Kirinyaga,38.00/Kg,50.00/Kg,1350.0,Kirinyaga,2026-02-04,161,Product-161
Spinach,-,-,-,Diani Market,60.00/Kg,80.00/Kg,600.0,Kwale,2026-02-04,161,Product-161
Spinach,-,-,-,Kerugoya,25.00/Kg,50.00/Kg,180.0,Kirinyaga,2026-02-03,161,Product-161
Spinach,-,-,-,Holo,-,60.00/Kg,,Kisumu,2026-02-03,161,Product-161
Spinach,-,-,-,Voi Retail,-,100.00/Kg,50.0,Taita-Taveta,2026-02-03,161,Product-161
Spinach,-,-,-,Kutus,25.00/Kg,35.00/Kg,700.0,Kirinyaga,2026-02-02,161,Product-161
Spinach,-,-,-,Diani Market,60.00/Kg,80.00/Kg,600.0,Kwale,2026-02-02,161,Product-161
Spinach,-,-,-,Kagio,25.00/Kg,40.00/Kg,1500.0,Kirinyaga,2026-02-02,161,Product-161
Spinach,-,-,-,Khayega,55.00/Kg,60.00/Kg,500.0,Kakamega,2026-02-01,161,Product-161
Spinach,-,-,-,Makutano Embu,18.00/Kg,30.00/Kg,,Embu,2026-01-31,161,Product-161
Spinach,-,-,-,Ngurubani Market,35.00/Kg,45.00/Kg,550.0,Kirinyaga,2026-01-31,161,Product-161
Spinach,-,-,-,Makutano Kirinyaga,18.00/Kg,30.00/Kg,1200.0,Kirinyaga,2026-01-31,161,Product-161
Spinach,-,-,-,Kabati - Muranga,-,45.00/Kg,,Muranga,2026-01-31,161,Product-161
Spinach,-,-,-,Diani Market,60.00/Kg,80.00/Kg,600.0,Kwale,2026-01-31,161,Product-161
Spinach,-,-,-,Kisasi,30.00/Kg,50.00/Kg,,Kitui,2026-01-30,161,Product-161
Spinach,-,-,-,Diani Market,60.00/Kg,80.00/Kg,400.0,Kwale,2026-01-30,161,Product-161
Spinach,-,-,-,Mumias,-,62.50/Kg,,Kakamega,2026-01-30,161,Product-161
Spinach,-,-,-,Kitale Municipality Market,40.00/Kg,50.00/Kg,500.0,Trans-Nzoia,2026-01-30,161,Product-161
Spinach,-,-,-,Wundanyi,-,50.00/Kg,350.0,Taita-Taveta,2026-01-30,161,Product-161
Spinach,-,-,-,Gakoromone,30.00/Kg,35.00/Kg,4000.0,Meru,2026-01-30,161,Product-161
Spinach,-,-,-,Kutus,25.00/Kg,35.00/Kg,800.0,Kirinyaga,2026-01-29,161,Product-161
Spinach,-,-,-,Kinango,48.00/Kg,70.00/Kg,500.0,Kwale,2026-01-29,161,Product-161
Spinach,-,-,-,Kerugoya,25.00/Kg,50.00/Kg,180.0,Kirinyaga,2026-01-29,161,Product-161
Spinach,-,-,-,Diani Market,60.00/Kg,80.00/Kg,500.0,Kwale,2026-01-29,161,Product-161
Spinach,-,-,-,Kitale Municipality Market,20.00/Kg,26.00/Kg,500.0,Trans-Nzoia,2026-01-29,161,Product-161
Spinach,-,-,-,Kabati - Muranga,35.00/Kg,45.00/Kg,,Muranga,2026-01-29,161,Product-161
Spinach,-,-,-,Kitale Municipality Market,40.00/Kg,50.00/Kg,500.0,Trans-Nzoia,2026-01-28,161,Product-161
Spinach,-,-,-,Makutano Kirinyaga,30.00/Kg,40.00/Kg,760.0,Kirinyaga,2026-01-28,161,Product-161
Spinach,-,-,-,Diani Market,60.00/Kg,80.00/Kg,500.0,Kwale,2026-01-28,161,Product-161
Spinach,-,-,-,Kerugoya,25.00/Kg,50.00/Kg,180.0,Kirinyaga,2026-01-27,161,Product-161
Spinach,-,-,-,Holo,-,45.00/Kg,,Kisumu,2026-01-27,161,Product-161
Spinach,-,-,-,Bondeni,20.00/Kg,25.00/Kg,400.0,Trans-Nzoia,2026-01-27,161,Product-161
Spinach,-,-,-,Voi Retail,-,100.00/Kg,50.0,Taita-Taveta,2026-01-27,161,Product-161
Spinach,-,-,-,Wundanyi,-,60.00/Kg,500.0,Taita-Taveta,2026-01-27,161,Product-161
Spinach,-,-,-,Voi Wholesale,60.00/Kg,-,600.0,Taita-Taveta,2026-01-27,161,Product-161
Spinach,-,-,-,Kitale Municipality Market,20.00/Kg,25.00/Kg,500.0,Trans-Nzoia,2026-01-27,161,Product-161
Spinach,-,-,-,Ngurubani Market,30.00/Kg,35.00/Kg,520.0,Kirinyaga,2026-01-26,161,Product-161
Spinach,-,-,-,Kutus,25.00/Kg,35.00/Kg,600.0,Kirinyaga,2026-01-26,161,Product-161
Spinach,-,-,-,Kangeta,30.00/Kg,40.00/Kg,250.0,Meru,2026-01-26,161,Product-161
Spinach,-,-,-,Kibuye,-,120.00/Kg,,Kisumu,2026-01-25,161,Product-161
Spinach,-,-,-,Makutano Embu,30.00/Kg,45.00/Kg,,Embu,2026-01-24,161,Product-161
Spinach,-,-,-,Makutano Kirinyaga,30.00/Kg,45.00/Kg,1050.0,Kirinyaga,2026-01-24,161,Product-161
Spinach,-,-,-,Kabati - Muranga,-,50.00/Kg,,Muranga,2026-01-24,161,Product-161
Spinach,-,-,-,Kerugoya,30.00/Kg,60.00/Kg,180.0,Kirinyaga,2026-01-23,161,Product-161
Spinach,-,-,-,Ngurubani Market,30.00/Kg,40.00/Kg,450.0,Kirinyaga,2026-01-23,161,Product-161
Spinach,-,-,-,Gakoromone,25.00/Kg,30.00/Kg,3000.0,Meru,2026-01-23,161,Product-161
Spinach,-,-,-,Voi Retail,-,100.00/Kg,80.0,Taita-Taveta,2026-01-23,161,Product-161
Spinach,-,-,-,Mumias,-,50.00/Kg,,Kakamega,2026-01-23,161,Product-161
Spinach,-,-,-,Wundanyi,-,60.00/Kg,400.0,Taita-Taveta,2026-01-23,161,Product-161
Spinach,-,-,-,Voi Wholesale,60.00/Kg,-,900.0,Taita-Taveta,2026-01-23,161,Product-161
Spinach,-,-,-,Kitale Municipality Market,20.00/Kg,27.00/Kg,400.0,Trans-Nzoia,2026-01-23,161,Product-161
Spinach,-,-,-,Kutus,30.00/Kg,40.00/Kg,600.0,Kirinyaga,2026-01-22,161,Product-161
Spinach,-,-,-,Kinango,49.00/Kg,70.00/Kg,500.0,Kwale,2026-01-22,161,Product-161
Spinach,-,-,-,Makutano Kirinyaga,30.00/Kg,40.00/Kg,1400.0,Kirinyaga,2026-01-22,161,Product-161
Spinach,-,-,-,Kitale Municipality Market,20.00/Kg,25.00/Kg,500.0,Trans-Nzoia,2026-01-22,161,Product-161
Spinach,-,-,-,Mukuyu Market,20.00/Kg,30.00/Kg,,Muranga,2026-01-21,161,Product-161
Spinach,-,-,-,Sabatia,54.17/Kg,58.33/Kg,360.0,Kakamega,2026-01-21,161,Product-161
Spinach,-,-,-,Kangeta,30.00/Kg,40.00/Kg,300.0,Meru,2026-01-21,161,Product-161
Spinach,-,-,-,Kitale Municipality Market,20.00/Kg,28.00/Kg,500.0,Trans-Nzoia,2026-01-21,161,Product-161
Spinach,-,-,-,Ngurubani Market,25.00/Kg,30.00/Kg,580.0,Kirinyaga,2026-01-20,161,Product-161
Spinach,-,-,-,Kabati - Muranga,35.00/Kg,45.00/Kg,,Muranga,2026-01-20,161,Product-161
Spinach,-,-,-,Maua,30.00/Kg,50.00/Kg,300.0,Meru,2026-01-20,161,Product-161
Spinach,-,-,-,Musoli Market,50.00/Kg,66.67/Kg,90.0,Kakamega,2026-01-20,161,Product-161
Spinach,-,-,-,Bondeni,22.00/Kg,28.00/Kg,400.0,Trans-Nzoia,2026-01-20,161,Product-161
Spinach,-,-,-,Voi Retail,-,100.00/Kg,50.0,Taita-Taveta,2026-01-20,161,Product-161
Spinach,-,-,-,Voi Wholesale,60.00/Kg,-,700.0,Taita-Taveta,2026-01-20,161,Product-161
Spinach,-,-,-,Kitale Municipality Market,25.00/Kg,30.00/Kg,500.0,Trans-Nzoia,2026-01-20,161,Product-161
Spinach,-,-,-,Kutus,25.00/Kg,35.00/Kg,600.0,Kirinyaga,2026-01-19,161,Product-161
Spinach,-,-,-,Kerugoya,25.00/Kg,50.00/Kg,150.0,Kirinyaga,2026-01-19,161,Product-161
Spinach,-,-,-,Diani Market,60.00/Kg,80.00/Kg,600.0,Kwale,2026-01-19,161,Product-161
Spinach,-,-,-,Makutano Embu,25.00/Kg,35.00/Kg,,Embu,2026-01-17,161,Product-161
Spinach,-,-,-,Mukuyu Market,-,45.00/Kg,,Muranga,2026-01-17,161,Product-161
Spinach,-,-,-,Makutano Kirinyaga,25.00/Kg,35.00/Kg,2100.0,Kirinyaga,2026-01-17,161,Product-161
Spinach,-,-,-,Ngurubani Market,30.00/Kg,40.00/Kg,450.0,Kirinyaga,2026-01-16,161,Product-161
Spinach,-,-,-,Kisasi,30.00/Kg,50.00/Kg,,Kitui,2026-01-16,161,Product-161
Spinach,-,-,-,Gakoromone,45.00/Kg,50.00/Kg,4000.0,Meru,2026-01-16,161,Product-161
Spinach,-,-,-,Diani Market,40.00/Kg,60.00/Kg,300.0,Kwale,2026-01-16,161,Product-161
Spinach,-,-,-,Kabati - Muranga,35.00/Kg,50.00/Kg,,Muranga,2026-01-16,161,Product-161
Spinach,-,-,-,Mumias,-,83.33/Kg,,Kakamega,2026-01-16,161,Product-161
Spinach,-,-,-,Maua,30.00/Kg,50.00/Kg,300.0,Meru,2026-01-15,161,Product-161
Spinach,-,-,-,Maua,15.00/Kg,40.00/Kg,560.0,Meru,2026-01-15,161,Product-161
Spinach,-,-,-,Kinango,48.00/Kg,70.00/Kg,400.0,Kwale,2026-01-15,161,Product-161
Spinach,-,-,-,Mukuyu Market,20.00/Kg,30.00/Kg,,Muranga,2026-01-14,161,Product-161
Spinach,-,-,-,Makutano Kirinyaga,20.00/Kg,30.00/Kg,1800.0,Kirinyaga,2026-01-14,161,Product-161
Spinach,-,-,-,Kangeta,35.00/Kg,40.00/Kg,300.0,Meru,2026-01-14,161,Product-161
Spinach,-,-,-,Kabati - Muranga,35.00/Kg,50.00/Kg,,Muranga,2026-01-14,161,Product-161
Cassava Fresh,-,-,-,Kitale Municipality Market,42.00/Kg,48.00/Kg,500.0,Trans-Nzoia,2026-02-12,162,Product-162
Cassava Fresh,-,-,-,Kitale Municipality Market,100.00/Kg,140.00/Kg,400.0,Trans-Nzoia,2026-02-11,162,Product-162
Cassava Fresh,-,-,-,Bondeni,40.00/Kg,48.00/Kg,400.0,Trans-Nzoia,2026-02-10,162,Product-162
Cassava Fresh,-,-,-,Holo,-,100.00/Kg,,Kisumu,2026-02-10,162,Product-162
Cassava Fresh,-,-,-,Wundanyi,-,100.00/Kg,300.0,Taita-Taveta,2026-02-10,162,Product-162
Cassava Fresh,-,-,-,Kitale Municipality Market,100.00/Kg,150.00/Kg,400.0,Trans-Nzoia,2026-02-10,162,Product-162
Cassava Fresh,-,-,-,Kabati - Muranga,18.00/Kg,35.00/Kg,,Muranga,2026-02-09,162,Product-162
Cassava Fresh,-,-,-,Kabati - Muranga,80.00/Kg,100.00/Kg,,Muranga,2026-02-09,162,Product-162
Cassava Fresh,-,-,-,Kagio,30.00/Kg,50.00/Kg,150.0,Kirinyaga,2026-02-09,162,Product-162
Cassava Fresh,-,-,-,Kitale Municipality Market,40.00/Kg,48.00/Kg,500.0,Trans-Nzoia,2026-02-09,162,Product-162
Cassava Fresh,-,-,-,Kibuye,-,125.00/Kg,,Kisumu,2026-02-08,162,Product-162
Cassava Fresh,-,-,-,Kibuye,-,125.00/Kg,,Kisumu,2026-02-08,162,Product-162
Cassava Fresh,-,-,-,Muhoroni,-,50.00/Kg,650.0,Kisumu,2026-02-08,162,Product-162
Cassava Fresh,-,-,-,Makutano Embu,60.00/Kg,80.00/Kg,,Embu,2026-02-07,162,Product-162
Cassava Fresh,-,-,-,Makutano Kirinyaga,60.00/Kg,80.00/Kg,620.0,Kirinyaga,2026-02-07,162,Product-162
Cassava Fresh,-,-,-,Mumias,-,47.62/Kg,,Kakamega,2026-02-06,162,Product-162
Cassava Fresh,-,-,-,Voi Wholesale,50.00/Kg,-,500.0,Taita-Taveta,2026-02-06,162,Product-162
